Environment,Task,Seed,Bin,InaccuracyType,Steps,Collisions,TerminationReason,BugFound
6906,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,1,Task Completed,False
1230,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
9105,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,2,Task Completed,False
4205,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4130,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,5,Task Completed,False
9258,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4182,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
8171,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4926,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
7152,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
6475,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
2596,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
9663,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
5535,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,3,Task Completed,False
768,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
560,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3172,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
7836,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3999,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
6269,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
8857,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9744,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
8795,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
6379,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
7747,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
1479,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4057,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7522,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,23,4,Task Completed,False
2992,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8299,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,2,Task Completed,False
8319,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4165,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
8625,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4193,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
608,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2282,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2422,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8654,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8920,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
7021,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
2535,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
3178,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
797,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
3906,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
3857,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
8011,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
4017,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
4209,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
5742,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
185,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
5852,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
698,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6148,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
6933,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,2,Task Completed,False
348,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,1,Task Completed,False
7621,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
5312,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
504,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8354,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
9228,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
5596,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
3101,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,4,Task Completed,False
3517,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8676,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
3542,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
2753,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
9375,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,4,Task Completed,False
4694,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,21,0,Task Completed,False
1710,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9656,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
6089,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
520,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
4278,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2521,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
7450,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
9374,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,2,Task Completed,False
6654,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,22,4,Task Completed,False
7311,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,24,0,Task Completed,False
2498,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,1,Task Completed,False
7575,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
5512,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
9081,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
3045,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
9916,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
3167,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
6224,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
4773,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,23,0,Task Completed,False
7996,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
6177,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,1,Task Completed,False
9707,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
8013,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
5003,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,2,Task Completed,False
6128,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,5,0,Task Completed,False
2593,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,2,Task Completed,False
6760,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6030,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
7959,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
1961,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
4113,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
663,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
459,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
5514,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
6011,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
6700,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
6168,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
8008,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
63,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
6350,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
32,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
1914,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
1860,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
3019,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
9903,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,2,Task Completed,False
4761,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
4412,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
4618,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,22,4,Task Completed,False
4572,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
4644,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,22,0,Task Completed,False
9897,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
7331,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5109,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
6632,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
6694,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
4226,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
8640,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
7281,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
2409,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
9585,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
9259,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
2769,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
838,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,1,Task Completed,False
8287,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5122,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,5,Task Completed,False
614,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2795,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
2018,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9342,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
6070,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,1,Task Completed,False
539,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
4891,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
6678,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
5729,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6815,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2412,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
9013,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
2196,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
621,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
4197,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
9770,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,6,High Collision,True
5182,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8294,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
9016,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,4,Task Completed,False
3023,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
8196,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
9875,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
4199,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
3014,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
790,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,2,Task Completed,False
3871,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
5129,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
801,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
4999,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
5597,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
2225,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
9669,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
5428,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
4055,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4214,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,2,Task Completed,False
4300,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
8864,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
2601,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
3421,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
7432,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
505,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
7952,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
4308,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
4277,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
521,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3258,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
3444,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
164,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
1182,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,2,Task Completed,False
865,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
699,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,6,High Collision,True
6634,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9023,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
1765,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
438,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3345,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
5086,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
9505,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,5,2,Task Completed,False
8781,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
8824,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
3642,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8926,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4929,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,1,Task Completed,False
3665,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3038,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
535,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
9065,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
180,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
474,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
1508,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,1,Task Completed,False
1081,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4545,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
168,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
4952,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2348,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,24,0,Task Completed,False
8765,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
1976,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
203,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
8407,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
9010,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
4454,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
8629,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
4446,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
1509,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,1,Task Completed,False
7883,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,1,Task Completed,False
9325,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
1137,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
2067,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
380,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
5067,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
3615,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
8494,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
2216,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,1,Task Completed,False
39,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8802,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,21,0,Task Completed,False
8559,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
8031,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
3708,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
3575,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
3191,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
4484,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
4844,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5305,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3679,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
7167,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
402,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
6422,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
9264,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
7510,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
9387,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
3414,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,1,Task Completed,False
4290,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
20,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3824,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
9090,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
9856,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8315,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
2094,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
5707,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
9148,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
1759,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
351,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,4,Task Completed,False
3000,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,2,Task Completed,False
7353,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
7347,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
5164,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
1354,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,4,0,Task Completed,False
432,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
4967,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
3333,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
9477,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
1781,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
645,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,1,Task Completed,False
7342,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
8110,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8047,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
1252,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
9832,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
4109,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
7113,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
6203,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
1737,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
2379,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
3026,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4090,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
8138,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6444,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,6,High Collision,True
5996,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8529,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8680,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6502,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,6,High Collision,True
1546,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,3,0,Task Completed,False
5873,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
610,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,0,Task Completed,False
820,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
8260,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
3581,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
7720,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
1723,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
1113,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
6477,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
5990,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
579,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,1,Task Completed,False
8548,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
9977,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
3886,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
9920,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,2,Task Completed,False
4238,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
551,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
3727,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9837,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
6585,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7944,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
61,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
8581,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
2819,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
9257,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
2304,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,3,Task Completed,False
